lsoa11,imd,CNI_Score,anti_social_behaviour,burglary,criminal_damage_and_arson,robbery,violence_and_sexual_offences,prop_ibesa,samhi_index,prop_white,prop_u16,prop_o75,gpperpop,gpp_dist.x,ed_dist,green_pas,pm10_mean,prop_1less,cohab_child,lone_parent,natn_dec,natn_qunt,natn_terc
E01006628,22.042,76.59319,38,5,14,2,30,1.8312101910828,1.41558545994526,0.85965848452508,0.129135538954109,0.0570971184631804,0.000588046412179965,1.20606060606061,6.1171875,1.71305294093,10.6258519630005,0.0353302611367127,3.7,11.1,4,2,2
E01006629,31.521,76.59319,20,4,8,2,24,4.04280618311534,1.80169588184809,0.911553784860558,0.110756972111554,0.0860557768924303,0.00059430397886727,1.575,5.92896551724138,1.78169455621,10.6838778271391,0.0506108202443281,4,11,3,2,1
E01006630,70.809,101.01406,74,5,19,1,65,7.56938603868797,2.37303864225787,0.834828101644245,0.230941704035874,0.0440956651718984,0.000562157260436113,0.548333333333333,3.96645833333333,0.30252711278,10.7942076044369,0.104504504504505,4.5,32.6,1,1,1
E01006632,54.076,101.01406,270,8,19,1,64,7.3318216175359,2.77423110891123,0.882193268186754,0.204668838219327,0.0613463626492943,0.000566424315488976,0.634473684210526,4.09684210526316,0.63687082926,10.8355793359043,0.085972850678733,2.9,23.2,1,1,1
E01006633,69.246,87.91286,44,5,12,2,58,8.06451612903226,2.7998324593376,0.960893854748603,0.19622905027933,0.0803072625698324,0.000558358625201472,0.645161290322581,4.59806451612903,0.9421260913,10.693723722648,0.0658082975679542,4.3,23.7,1,1,1
E01006637,56.543,128.52643,71,9,28,0,69,5.3740779768177,2.70955895341628,0.892230576441103,0.272556390977444,0.0325814536340852,0.00038058344843014,0.577407407407407,6.76259259259259,0.68555657921,11.3253050460431,0.0582089552238806,4.8,28.8,1,1,1
E01006638,70.825,128.52643,30,4,12,1,51,7.66331658291457,2.76215218278963,0.91304347826087,0.233798195242002,0.0508613617719442,0.000559554488364712,0.39875,6.86958333333333,0.61530864997,11.2641746086521,0.0482625482625483,4.6,28,1,1,1
E01006639,32.885,128.52643,15,11,8,1,43,2.18470705064548,1.78173645924071,0.951623591782637,0.220013253810471,0.0530152418820411,0.000554134926657417,0.8512,6.6368,0.83871099826,11.2747974900525,0.040625,6.6,19.4,3,2,1
E01006640,21.878,73.01983,17,4,11,0,37,2.50417362270451,1.23187633911709,0.93936170212766,0.204255319148936,0.0734042553191489,0.000565535192310221,0.676857142857143,6.312,2.15399145444,11.2322950244257,0.0236842105263158,3.4,12.2,4,2,2
E01006641,23.01,88.25127,40,3,16,0,39,1.94085027726433,2.22917160975139,0.820689655172414,0.27183908045977,0.0459770114942529,0.000502002646503584,1.01933333333333,7.39333333333333,0.28515615457,11.3261013031006,0.0300157977883096,8.5,14.8,4,2,2
E01006642,65.633,88.25127,31,8,18,0,54,6.65829145728643,2.2851850845829,0.951937984496124,0.213953488372093,0.0883720930232558,0.000553502374827857,0.576086956521739,7.48782608695652,0.45181618975,11.3380994711685,0.0559322033898305,6.1,25.6,1,1,1
E01006643,61.279,88.25127,90,8,42,2,99,6.49789029535865,2.1009627276654,0.929747530186608,0.255214050493963,0.0450054884742042,0.000509672802858016,0.55,7.36541666666667,0.18230501513,11.3407706156186,0.05,6.5,28.1,1,1,1
E01006644,51.819,128.52643,51,9,15,4,90,7.02446724546172,1.98028944083351,0.945098039215686,0.194607843137255,0.0666666666666667,0.000514985024388941,0.986216216216216,6.10378378378378,2.67986886094,11.2872653025567,0.039460020768432,4.4,17.8,1,1,1
E01006645,65.909,128.52643,35,5,16,0,84,8.15602836879433,2.48579659110448,0.965589887640449,0.184691011235955,0.117977528089888,0.00046039537194218,0.8048,6.5772,1.65974467944,11.2267135794207,0.0550724637681159,2.2,24.5,1,1,1
E01006646,65.01,101.04717,88,8,27,3,109,8.68263473053892,3.15528027610499,0.886255924170616,0.140073723012112,0.04739336492891,0.000526072980776258,0.541964285714286,1.49431034482759,0.29525758664,11.2981466566264,0.0685884691848907,1.6,14.7,1,1,1
E01006647,74.341,99.06231,32,12,36,3,79,11.265164644714,2.9484135483191,0.938818565400844,0.246835443037975,0.049929676511955,0.000464776699440359,0.794107142857143,1.71631578947368,0.39040474142,11.3786563311226,0.0628930817610063,3.5,29.4,1,1,1
E01006648,48.627,101.04717,127,19,67,4,178,5.26598602901666,2.28083686732516,0.891954022988506,0.128735632183908,0.0528735632183908,0.000463525274861069,0.935972222222222,1.6487323943662,0.25838060761,11.1955014783925,0.0669767441860465,1.8,17,1,1,1
E01006651,12.412,77.73303,13,5,3,1,24,2.152466367713,2.04980402433535,0.952496954933009,0.239951278928136,0.0207064555420219,0.000518499793773988,1.3678125,1.6575,0.66535819606,11.0761304681508,0.0152027027027027,6.2,14,7,4,2
E01006652,29.728,73.77247,13,8,12,0,55,4.07701019252548,2.13736951523497,0.955481727574751,0.195348837209302,0.0617940199335548,0.000515885802370811,0.592083333333333,1.73041666666667,0.80026400611,11.0399574525522,0.0315955766192733,5.4,16.1,3,2,1
E01006653,46.026,77.73303,29,9,31,4,124,6.22182146077547,2.97181235849254,0.956578947368421,0.203289473684211,0.0730263157894737,0.000491402002789656,1.3225,1.35178571428571,1.25232997976,11.2378735614853,0.038109756097561,4.4,21.2,1,1,1
E01006654,31.919,125.76937,42,9,13,0,54,3.48432055749129,2.24234013574197,0.956378056840714,0.183079973562459,0.103106411103767,0.000522654506447693,1.008,1.7504,0.67748981732,11.0868256238724,0.0303030303030303,3,12.1,3,2,1
E01006655,39.513,77.73303,97,11,26,1,60,4.79638009049774,2.56688689329644,0.894766780432309,0.197952218430034,0.0784982935153584,0.000518680120713853,0.742727272727273,0.764242424242424,1.0872415811,11.1342828841917,0.0396600566572238,6.4,19.8,2,1,1
E01006656,36.161,73.77247,26,7,8,1,44,3.3195020746888,2.00214245385073,0.990622906898861,0.182183523107837,0.057602143335566,0.000537831876600451,0.637741935483871,2.25032258064516,0.63310457601,11.0444646126102,0.038863976083707,4.9,17.6,2,1,1
E01006657,42.922,73.77247,11,4,6,0,50,5.13833992094862,2.19518824661721,0.965317919075144,0.192402972749794,0.060280759702725,0.000537352783012022,0.43,2.07347826086957,0.5797274974,11.0818920135498,0.0274914089347079,4.6,18.6,2,1,1
E01006658,61.302,77.73303,26,6,21,0,83,8.72093023255814,3.34293149827683,0.96,0.179230769230769,0.0738461538461539,0.000459672738015875,1.2436,1.2424,0.98858411874,11.1121559143066,0.0457413249211357,3.9,23.7,1,1,1
E01006659,61.249,125.76937,30,15,48,1,258,4.87804878048781,3.77143429691849,0.923512747875354,0.108215297450425,0.0555240793201133,0.000604313577837863,0.783225806451613,1.93466666666667,0.63623086603,11.1404898881584,0.0291970802919708,3.3,19,1,1,1
E01006660,55.734,77.73303,57,7,32,3,88,5.07497116493656,3.20608019293273,0.891835310537334,0.207257501744592,0.0893230983949756,0.000563015175864969,0.7048,1.29538461538462,0.69228861798,11.2286673244773,0.0340909090909091,4.7,15.4,1,1,1
E01006661,62.019,92.70991,37,5,32,5,50,8.18467995802728,1.96008391396426,0.948286229705352,0.188214070956103,0.104630186410102,0.000749915224223091,0.414878048780488,3.76439024390244,2.2261828324,11.5434608602011,0.0453938584779706,4.3,21.5,1,1,1
E01006662,64.388,92.70991,72,20,19,2,76,7.31462925851703,3.29054063066959,0.935211267605634,0.189295774647887,0.154366197183099,0.000619379354253602,0.426818181818182,3.28272727272727,2.23493756235,11.2894401432767,0.0305732484076433,5.1,18.1,1,1,1
E01006663,48.813,92.70991,37,8,11,2,51,5.49597855227882,2.09241694180921,0.960971379011275,0.222896790980052,0.0659150043365134,0.000648440026761373,0.947,2.96920689655172,1.36587335383,11.4408438177557,0.0294117647058824,6.3,20,1,1,1
E01006664,65.529,92.70991,54,19,37,2,117,7.13087248322148,2.72431330896785,0.92924791086351,0.216713091922006,0.079108635097493,0.000600926893327089,0.611363636363636,3.36772727272727,2.34189997144,11.1643881452185,0.0304136253041363,4.9,21.2,1,1,1
E01006665,19.422,98.37034,33,5,6,0,37,1.81086519114688,1.41176275328571,0.957556270096463,0.216077170418006,0.0302250803858521,0.000589929935882197,1.30115384615385,5.27538461538462,2.20478817983,11.4642788986003,0.0253968253968254,4.1,13,5,3,2
E01006666,13.283,98.37034,19,1,7,0,15,1.26582278481013,1.28920044114657,0.908909574468085,0.231382978723404,0.0325797872340426,0.00059087998339434,1.30055555555556,5.86277777777778,2.20314690995,11.4216034788089,0.0194552529182879,4.7,12.3,7,4,2
E01006667,35.672,98.37034,48,2,19,1,47,4.62232243517475,1.84101573346129,0.949759119064005,0.170681348933242,0.0867171369580179,0.000619391345852624,0.78,4.26137931034483,2.25290817793,11.3351425167349,0.0258899676375405,2.3,17.8,2,1,1
E01006668,10.827,98.37034,24,1,7,0,25,2.07509881422925,1.19741433664521,0.945241199478488,0.241851368970013,0.0293350717079531,0.000583445608379158,0.770526315789474,6.08842105263158,2.20314690995,11.3066368856662,0.0101694915254237,5.9,13.6,8,4,3
E01006669,21.22,92.70991,18,4,4,0,28,2.48508946322068,2.00672523168295,0.904081632653061,0.22312925170068,0.0224489795918367,0.000577270688746925,0.774545454545455,3.81181818181818,2.29099120452,11.1598543498907,0.0254083484573503,5.8,12,5,3,2
E01006670,18.022,98.37034,43,4,6,0,20,3.06435137895812,1.25414179213719,0.937745740498034,0.207077326343381,0.0393184796854522,0.000587362878854711,0.510344827586207,5.31758620689655,2.20314690995,11.327014078285,0.0197693574958814,5.6,15.7,5,3,2
E01006671,32.485,84.21819,21,1,14,3,38,3.38345864661654,1.68072575129507,0.894464944649447,0.18450184501845,0.0435424354243542,0.000530385985345356,1.46952380952381,6.59809523809524,2.49879174277,11.3493627763294,0.0360721442885772,3.2,14.4,3,2,1
E01006672,58.113,136.72762,47,26,31,1,119,5.72614107883817,2.77843433366313,0.948849104859335,0.260869565217391,0.0470588235294118,0.00058281927675128,0.898857142857143,3.18285714285714,2.35569010619,11.151939048572,0.0338345864661654,7.1,23.2,1,1,1
E01006673,54.618,108.45268,57,2,17,1,66,5.36992840095465,1.45928526914192,0.411461022199277,0.219927723283428,0.0443985544656686,0.000488670814767414,0.682127659574468,3.14297872340426,0.18069477889,10.9300270080566,0.0744234800838575,1.4,18.7,1,1,1
E01006674,72.003,103.15343,88,5,24,0,131,7.76846915460777,1.74562459155286,0.327320954907162,0.281167108753316,0.0413793103448276,0.000426148222272887,0.580810810810811,3.32078947368421,0.88358922065,11.1806369613371,0.101694915254237,1.2,21.4,1,1,1
E01006675,53.824,93.38901,74,12,19,2,159,7.7720207253886,2.09766507107528,0.704495614035088,0.0668859649122807,0.0537280701754386,0.000456149198801992,0.535625,3.70870967741935,1.02229247286,10.9501927758829,0.0477031802120141,1.2,5.2,1,1,1
E01006676,65.053,101.01406,52,9,28,0,120,6.95876288659794,1.98364044474697,0.474614945807188,0.26811180832858,0.0427837992013691,0.00048395097104811,0.890967741935484,3.60375,0.23443433068,10.8596349919392,0.0946123521681997,3.2,25.8,1,1,1
E01006677,73.333,93.38901,14,5,11,0,36,7.38636363636364,2.20970150137697,0.486538461538462,0.275961538461539,0.0471153846153846,0.000477888713256812,0.905,3.84352941176471,0.19560445235,10.8481215851989,0.0775681341719078,2.1,27.5,1,1,1
E01006678,56.537,101.01406,70,6,34,5,97,7.47978436657682,2.7801989983452,0.763986835919135,0.165961448048895,0.0550070521861777,0.000551779595809965,0.525217391304348,4.28148936170213,0.50457368939,10.8384548620268,0.0745986779981114,2.5,18.1,1,1,1
E01006679,65.143,103.15343,59,7,35,7,108,6.03496897913142,1.51814403277701,0.234318996415771,0.293010752688172,0.0528673835125448,0.000460091847763202,0.547,2.88941176470588,0.33406252108,11.1129621541542,0.117391304347826,1.6,22.4,1,1,1
E01006680,10.97,64.50206,32,12,6,0,18,1.9036954087346,1.03003076375226,0.941363926067559,0.165073295092416,0.0815806246016571,0.000634217201411645,0.859333333333333,8.14566666666667,0.84303437107,10.8319383214514,0.0132231404958678,2.6,10.1,8,4,3
E01006681,29.696,78.12987,33,7,10,1,39,5.9244126659857,1.50075738341445,0.912302839116719,0.153312302839117,0.104731861198738,0.000632837447387014,1.042,8.56285714285714,0.88277911336,10.787864767969,0.0278164116828929,3.9,10.8,3,2,1
E01006682,8.792,64.50206,9,13,2,0,15,1.37174211248285,0.858672636092088,0.964885496183206,0.184732824427481,0.0801526717557252,0.000615875343252035,0.78,8.344,0.53382586243,10.6739392601037,0.00803212851405622,4,9,8,4,3
E01006683,12.055,64.50206,12,4,2,0,19,1.24293785310734,1.14219565978883,0.941059602649007,0.16953642384106,0.0900662251655629,0.000629751574675248,0.874230769230769,8.77538461538462,0.4267095589,10.8148968011578,0.0168350168350168,2.9,8.2,7,4,3
E01006684,9.437,77.05925,87,9,11,5,37,1.25698324022346,1.09633610265546,0.941534144059869,0.159962581852198,0.078110383536015,0.000620108191014262,1.15603773584906,8.01056603773585,0.65295688189,10.6918716172206,0.00900900900900901,3.1,8.9,8,4,3
E01006685,16.482,77.05925,38,6,15,0,49,3.35135135135135,1.22443561439961,0.954851752021563,0.148247978436658,0.0963611859838275,0.000572668251940604,0.596,8.578,0.40848282391,10.7485050883232,0.0198675496688742,3.3,9.1,6,3,2
E01006686,12.584,64.50206,4,5,2,0,9,2.09698558322412,1.14706583150597,0.950453593859037,0.165387299371947,0.0949057920446616,0.00057501035161116,0.618260869565217,9.22347826086957,0.11642328075,10.802086568124,0.0225988700564972,2.1,9.2,7,4,2
E01006687,19.924,77.05925,80,6,16,1,39,4.47561790247161,1.39472020668092,0.887295081967213,0.144979508196721,0.0952868852459016,0.000577455253161731,1.42211538461538,8.93192307692308,0.36579838257,10.6834187879976,0.0203644158628081,3.1,7.6,5,3,2
E01006688,23.87,77.05925,18,7,5,1,27,4.08357075023742,1.34976292444795,0.953412073490814,0.156167979002625,0.073490813648294,0.00054179735031247,0.868823529411765,8.92941176470588,0.25115185886,10.7417857637353,0.0154494382022472,3.5,8.1,4,2,2
E01006689,12.219,28.24183,16,7,7,1,19,1.46914789422135,0.734480176516918,0.943064809206541,0.173228346456693,0.0908540278619019,0.000649501398293647,0.58448275862069,7.32206896551724,0.87920931963,10.8584106215511,0.0167364016736402,3.3,8.9,7,4,3
E01006690,61.379,103.79859,87,15,16,5,107,7.65230312035661,2.03578418093801,0.798257372654156,0.132037533512064,0.0455764075067024,0.000488403496232437,0.602380952380952,2.43333333333333,0.59563686556,11.3674673445663,0.0624219725343321,1.4,15.5,1,1,1
E01006691,69.234,110.24676,53,9,19,4,67,4.4404973357016,1.75805307148266,0.667332002661344,0.226214238190286,0.0352628077178975,0.000507541696026571,0.606551724137931,2.03068965517241,0.36275408215,11.2990467593371,0.0989180834621329,2.3,18.9,1,1,1
E01006692,54.694,103.79859,68,25,47,9,181,6.40956002172732,1.95928000333464,0.83302752293578,0.198165137614679,0.0477064220183486,0.000498148017061546,1.03833333333333,3.18916666666667,0.57928209536,11.4018702503673,0.0596562184024267,4.7,16.7,1,1,1
E01006693,64.417,99.06231,25,20,22,2,70,8.53530031612223,2.53309377343566,0.884182660489742,0.115155526141628,0.0972865651886168,0.000521086233092446,0.714,2.48288888888889,0.56867746782,11.4446018150904,0.045346062052506,2.5,10.9,1,1,1
E01006694,61.515,110.24676,56,21,22,5,132,5.65535595475715,1.45845350015205,0.690987124463519,0.205472103004292,0.0477467811158798,0.000455053118538212,0.5009375,2.05645161290323,0.55958889252,11.3080960298624,0.0763187429854097,2.5,21.5,1,1,1
E01006695,74.929,103.79859,91,16,29,5,146,10.5738233397808,2.45768794645417,0.750686436024163,0.14936847885777,0.029104887424492,0.000468306186774001,0.48952380952381,2.411,0.59457374686,11.396447614154,0.0826044703595724,1.9,9.8,1,1,1
E01006696,55.683,110.24676,75,15,33,5,112,5.67528735632184,1.63511088469637,0.737385321100918,0.213302752293578,0.0493119266055046,0.000479611462374302,0.655128205128205,1.61589743589744,0.59078898217,11.302116394043,0.0716145833333333,3.8,19,1,1,1
E01006697,62.436,110.24676,115,34,29,7,146,3.28418230563003,1.57606251834073,0.715989159891599,0.21029810298103,0.0498644986449865,0.000468744486549637,0.288461538461538,1.97269230769231,0.61309464667,11.3567280331494,0.0797101449275362,4.7,17.8,1,1,1
E01006698,58.973,72.9145,46,24,30,1,120,7.34732824427481,3.41293653123554,0.974358974358974,0.228438228438228,0.0466200466200466,0.000521179099009793,0.756206896551724,4.58620689655172,0.82615397332,11.3898165969329,0.0496551724137931,4.4,21.1,1,1,1
E01006699,68.487,102.66592,41,18,18,0,91,10.2541630148992,3.09887747450907,0.974905897114178,0.200125470514429,0.0558343789209536,0.0004792190265174,0.366428571428571,4.225,0.51576559607,11.2446854628832,0.0437580437580438,5.1,26,1,1,1
E01006700,70.028,72.9145,97,25,35,5,163,7.67567567567567,3.11553795308364,0.946453407510431,0.181502086230876,0.0639777468706537,0.000508143674657841,0.847575757575758,3.84818181818182,0.93006388033,11.3939001453173,0.0398162327718224,4.1,19.6,1,1,1
E01006701,56.553,102.66592,80,31,30,3,127,7.72486772486772,2.62931190048631,0.95,0.149275362318841,0.0456521739130435,0.000524572425537394,0.46,3.72463414634146,0.72518670163,11.3852821933202,0.0447093889716841,2.7,18,1,1,1
E01006702,72.822,102.66592,43,22,22,1,94,8.66462793068298,2.87281262926497,0.930778739184178,0.210754017305315,0.0605686032138443,0.000506803769207107,0.717878787878788,4.26393939393939,0.17212072409,11.1907691893529,0.0445945945945946,4.9,25.9,1,1,1
E01006703,72.673,102.66592,134,15,29,8,149,11.4285714285714,2.97563928368036,0.948110185778347,0.155028827674568,0.0698270339525945,0.000562670291438264,0.748723404255319,3.43458333333333,0.82120712795,11.3341217934589,0.0452322738386308,2.6,16.6,1,1,1
E01006705,62.816,71.5557,111,31,49,7,128,6.68693009118541,3.49484777169293,0.956706884315117,0.178850248403123,0.0361958836053939,0.000523240433585651,0.708709677419355,4.68225806451613,0.6562912891,11.3486977206907,0.0595065312046444,4.1,19,1,1,1
E01006706,68.114,145.16037,13,5,13,0,64,8.42245989304813,3.14758195604773,0.959138187221397,0.193164933135215,0.0564635958395245,0.000434853550126025,1.14862068965517,6.63896551724138,1.1099923608,11.5273004269111,0.0687285223367698,4,26.8,1,1,1
E01006707,60.669,145.16037,23,4,11,0,58,6.48648648648649,3.07290652451315,0.953892668178382,0.193499622071051,0.0997732426303855,0.000422863823244448,0.703611111111111,6.53583333333333,0.98943170279,11.5078810138297,0.0632911392405063,4.3,27.8,1,1,1
E01006708,47.487,145.16037,33,8,19,0,81,6.2904717853839,2.76974840847324,0.966759002770083,0.207202216066482,0.096398891966759,0.000507208798963875,0.818048780487805,7.25073170731707,0.98781563159,11.1684169769287,0.0358090185676393,6.1,17.6,1,1,1
E01006709,46.497,145.16037,21,5,9,1,60,6.1909758656873,2.46334658183888,0.966620305980529,0.157858136300417,0.102225312934631,0.000607095956042347,0.429,8.02666666666667,0.90172461749,11.121653677957,0.0364963503649635,5.1,17.8,1,1,1
E01006710,39.34,145.16037,24,3,4,0,39,4.22195416164053,2.56849171344972,0.971256684491979,0.203877005347594,0.0347593582887701,0.000469322986516232,1.43911764705882,7.18676470588235,0.56642688523,11.342174114315,0.0337837837837838,4.4,23.6,2,1,1
E01006711,60.219,83.15712,65,11,43,2,109,7.04225352112676,2.51646780724271,0.890117035110533,0.203511053315995,0.0565669700910273,0.000597177429547858,0.916222222222222,3.66333333333333,0.4865772835,11.4504577349959,0.0510948905109489,4.8,17.5,1,1,1
E01006712,40.337,76.25451,43,4,8,0,35,3.84615384615385,2.16864878594545,0.926064227035101,0.219566840926064,0.0716952949962659,0.000571286260255201,0.2625,4.988125,0.14209214156,11.4098244101323,0.0421792618629174,6.5,18.8,2,1,1
E01006713,37.962,76.25451,18,1,6,0,30,4.35835351089588,2.05864032147494,0.943355119825708,0.191721132897603,0.0864197530864198,0.000564250040801093,0.39,4.9852380952381,0.13760944511,11.4443664197192,0.0380794701986755,6,17.2,2,1,1
E01006716,48.926,61.67206,25,2,10,1,64,8.65671641791045,2.40003415369711,0.872876022655758,0.205160478288232,0.091881686595343,0.000535330251269183,0.777272727272727,4.44515151515152,0.20170914591,11.3832583765035,0.0570613409415121,4.4,21.3,1,1,1
E01006717,30.417,83.15712,40,17,5,0,79,4.48239060832444,2.32017783610602,0.933147632311978,0.183147632311978,0.0807799442896936,0.000555841384645211,0.63,4.84086956521739,0.37208550332,11.4523067474365,0.0243055555555556,3.1,16,3,2,1
E01006718,40.793,83.15712,80,8,12,0,50,5.19607843137255,2.26464876323328,0.937618147448015,0.183364839319471,0.0560806553245117,0.000560893397750769,0.6705,4.61,0.34217868777,11.4523067474365,0.0427728613569322,5.2,14.3,2,1,1
E01006719,30.738,83.15712,45,5,9,2,52,3.93198724760893,2.1120071884176,0.970684039087948,0.212377850162866,0.0651465798045603,0.000451696405793773,0.361,5.407,0.2258927453,11.3710366503459,0.0329153605015674,5.3,20.1,3,2,1
E01006720,61.756,81.82895,120,24,28,4,149,5.07836990595611,1.4690435570688,0.632827324478178,0.211100569259962,0.027988614800759,0.000456136576175341,0.676222222222222,3.3463829787234,0.37740500799,11.30929418111,0.0928176795580111,2.9,16,1,1,1
E01006721,63.285,79.44161,115,20,44,5,125,7.07547169811321,1.65985449328492,0.790332326283988,0.168580060422961,0.0670694864048338,0.000483575586912893,0.859375,4.15612903225806,0.25366691408,11.2476902721879,0.055921052631579,2.4,19.2,1,1,1
E01006722,35.357,79.44161,99,17,26,2,57,1.67966406718656,0.82664469615062,0.738427216954824,0.11266034578918,0.0278862242052426,0.00052453072561678,0.466875,3.876875,0.84160822271,11.2266901071285,0.0855263157894737,1.8,11.3,2,1,1
E01006723,40.356,79.44161,62,25,16,4,51,4.01360544217687,1.25860764594649,0.783466666666667,0.0928,0.0330666666666667,0.000528617550397218,0.403478260869565,4.35260869565217,1.14863974386,11.1842184066772,0.0707610146862483,1.7,9.9,2,1,1
E01006724,20.722,79.44161,45,7,6,0,31,0.885558583106267,0.666672051524127,0.839106145251397,0.0664804469273743,0.0340782122905028,0.000577955079440995,0.517692307692308,4.71846153846154,1.16173225636,11.2026292255287,0.0902527075812274,1.3,8.5,5,3,2
E01006725,41.134,81.82895,35,8,11,0,45,4.92107706592386,1.71012827859329,0.862719583604424,0.164606376057254,0.05530253741054,0.00050198940018825,1.2484,4.2696,0.19048994321,11.3486752171942,0.0514208389715832,3.4,16.4,2,1,1
E01006726,45.831,81.82895,35,17,14,0,57,3.30508474576271,1.24346761669167,0.766773162939297,0.153354632587859,0.0402555910543131,0.000481011802983052,0.711428571428571,3.65666666666667,0.37149572064,11.2711860022787,0.0682852807283763,2,15.9,1,1,1
E01006727,35.802,81.82895,10,7,17,0,32,3.4,1.4067318762266,0.885496183206107,0.156835530881332,0.0402498265093685,0.000519770998952604,1.19526315789474,4.3885,0.10646225537,11.3334760665894,0.0406015037593985,3.2,14.9,2,1,1
E01006728,66.041,81.82895,62,14,19,3,107,6.51465798045603,1.67694437770205,0.832409118915589,0.181762168823167,0.0609981515711645,0.00047103418559848,0.8825,3.82333333333333,0.39791653621,11.2762038298763,0.0538011695906433,3,19.9,1,1,1
E01006729,58.862,97.43165,21,6,10,0,47,6.31313131313131,3.06611427649918,0.966428571428571,0.272857142857143,0.0678571428571429,0.000513890831376307,0.932272727272727,3.67954545454545,0.26354430458,11.2363767623901,0.051948051948052,6.3,35.6,1,1,1
E01006730,57.15,111.2403,12,5,17,2,69,8,2.91632139955439,0.960030165912519,0.209653092006033,0.0791855203619909,0.000581412649300616,0.8156,3.2048,0.1064240631,11.1976274010171,0.0553505535055351,5.4,26.6,1,1,1
E01006731,61.352,111.2403,11,8,19,0,34,6.40465793304221,3.05007204643101,0.959866220735786,0.214046822742475,0.0677257525083612,0.000605747114126275,0.655,3.00277777777778,0.22944055324,11.1563972024594,0.0452674897119342,6.8,24.3,1,1,1
E01006732,65.932,111.2403,43,7,29,0,68,8.06916426512968,2.80507277501041,0.959220937309799,0.283627510651248,0.0572124163116251,0.00053224997810109,0.833333333333333,3.68809523809524,0.11679986916,11.2996314711086,0.0496894409937888,7,33.9,1,1,1
E01006734,61.281,125.76937,52,14,19,1,80,7.29411764705882,3.04086667512333,0.95042492917847,0.25070821529745,0.0637393767705382,0.000600737510303408,0.872727272727273,2.35409090909091,0.22649409228,11.1905183792114,0.0384,4.8,33.1,1,1,1
E01006735,69.181,125.76937,28,7,8,0,59,8.85167464114833,3.82674877702889,0.948815889992361,0.213139801375096,0.0626432391138274,0.000562232510477962,0.866086956521739,2.42826086956522,0.59434518037,11.1740770759934,0.0507880910683012,4.9,25,1,1,1
E01006736,48.444,125.76937,23,17,14,1,44,4.60251046025105,3.24250134225896,0.958904109589041,0.200684931506849,0.0643835616438356,0.000605113960452242,1.06826086956522,2.26,0.44138467575,11.164525714362,0.0584192439862543,5.2,25.6,1,1,1
E01006737,53.978,125.76937,32,12,13,0,44,7.6741440377804,3.28752914966386,0.965156794425087,0.197212543554007,0.0724738675958188,0.00057248869937441,1.03,2.68608695652174,0.43345997814,11.1822058069167,0.0533807829181495,5.3,25.3,1,1,1
E01006738,56.53,143.91086,17,3,17,1,41,6.91547749725576,2.7061785615058,0.980013324450366,0.211858760826116,0.0699533644237175,0.000412970597549174,1.01526315789474,10.9473684210526,0.03679282138,10.8070953183426,0.0528700906344411,5.6,27.2,1,1,1
E01006739,57.27,143.91086,110,35,41,2,94,5.56348074179743,2.57232823799078,0.935556811758055,0.241379310344828,0.0616167326172979,0.000513465765802482,0.976666666666667,12.711935483871,0.07928380747,10.7357705434163,0.0452616690240453,8.6,26.6,1,1,1
E01006740,55.951,122.69011,82,8,15,1,55,5.20179372197309,2.35366973886175,0.92890625,0.2046875,0.05859375,0.000426026619874254,0.8,10.5126470588235,0.0379092716,10.6982438610588,0.054635761589404,4.5,19.9,1,1,1
E01006741,54.692,143.91086,73,18,25,4,88,5.84070796460177,2.65499650677353,0.971900826446281,0.190082644628099,0.0743801652892562,0.000522378443861356,0.640285714285714,12.9337142857143,0.14389534668,11.0104808359868,0.0462724935732648,7.6,23.5,1,1,1
E01006742,42.642,122.69011,62,6,16,3,69,4.64625131995776,2.05895806954999,0.964131994261119,0.173601147776184,0.0688665710186514,0.000507482879300222,0.8815,9.59545454545455,0.43180981034,10.7927757260082,0.0372250423011844,4.7,16.1,2,1,1
E01006743,31.969,143.91086,77,20,18,2,86,4.74934036939314,2.28538620722285,0.928735632183908,0.205977011494253,0.0496551724137931,0.000469758549852358,1.02413043478261,10.8714893617021,0.33122464515,10.7547149658203,0.0367063492063492,4.1,17,3,2,1
E01006744,36.651,122.69011,28,7,13,0,37,4.80863591756624,1.77006899842434,0.956815114709851,0.184210526315789,0.0566801619433198,0.000502131774823562,0.698125,9.463125,0.01669357978,10.6823148727417,0.0351826792963464,5.1,17.5,2,1,1
E01006745,45.859,122.69011,64,20,20,3,64,5.90841949778434,2.23700589440462,0.927088877062267,0.191059073975519,0.0521554018094731,0.00046253666350021,0.340232558139535,9.8893023255814,0.17215671819,10.7555276112438,0.0551267916207277,3.5,18.2,1,1,1
E01006746,54.465,110.24676,45,14,17,2,54,5.83262890955199,1.51972965121745,0.814276272306675,0.129543952412426,0.0713813615333774,0.000512714749240684,1.11341463414634,1.3447619047619,0.2444134876,11.3167924824138,0.0702290076335878,2.7,19.8,1,1,1
E01006747,23.833,105.87366,100,26,31,11,246,1.21283255086072,-0.232049048130361,0.625281531531532,0.0365990990990991,0.0154842342342342,0.000645399600220689,0.739137931034483,0.887457627118644,0.1938997781,11.2685693452339,0.058343057176196,1.2,7.7,4,2,2
