lsoa11,sex,year,an_pop,age_group,age_cat,age_group2,an_pop2
E01007241,1,2018,26,"[0,10)",0,"[0,15)",26
E01007241,1,2018,21,"[0,10)",5,"[0,15)",21
E01007241,1,2018,21,"[10,15)",10,"[0,15)",21
E01007241,1,2018,21,"[15,20)",15,"[15,25]",21
E01007241,1,2018,21,"[20,25]",20,"[15,25]",21
E01007241,1,2018,32,"[20,25]",25,"[15,25]",32
E01007241,1,2018,30,"",30,"",30
E01007241,1,2018,35,"",35,"",35
E01007241,1,2018,34,"",40,"",34
E01007241,1,2018,47,"",45,"",47
E01007241,1,2018,49,"",50,"",49
E01007241,1,2018,53,"",55,"",53
E01007241,1,2018,52,"",60,"",52
E01007241,1,2018,64,"",65,"",64
E01007241,1,2018,91,"",70,"",91
E01007241,1,2018,44,"",75,"",44
E01007241,1,2018,21,"",80,"",21
E01007241,1,2018,35,"",85,"",35
E01007242,1,2018,16,"[0,10)",0,"[0,15)",16
E01007242,1,2018,33,"[0,10)",5,"[0,15)",33
E01007242,1,2018,40,"[10,15)",10,"[0,15)",40
E01007242,1,2018,36,"[15,20)",15,"[15,25]",36
E01007242,1,2018,37,"[20,25]",20,"[15,25]",37
E01007242,1,2018,44,"[20,25]",25,"[15,25]",44
E01007242,1,2018,33,"",30,"",33
E01007242,1,2018,36,"",35,"",36
E01007242,1,2018,54,"",40,"",54
E01007242,1,2018,47,"",45,"",47
E01007242,1,2018,59,"",50,"",59
E01007242,1,2018,85,"",55,"",85
E01007242,1,2018,64,"",60,"",64
E01007242,1,2018,67,"",65,"",67
E01007242,1,2018,71,"",70,"",71
E01007242,1,2018,45,"",75,"",45
E01007242,1,2018,36,"",80,"",36
E01007242,1,2018,23,"",85,"",23
E01007243,1,2018,31,"[0,10)",0,"[0,15)",31
E01007243,1,2018,32,"[0,10)",5,"[0,15)",32
E01007243,1,2018,29,"[10,15)",10,"[0,15)",29
E01007243,1,2018,45,"[15,20)",15,"[15,25]",45
E01007243,1,2018,25,"[20,25]",20,"[15,25]",25
E01007243,1,2018,32,"[20,25]",25,"[15,25]",32
E01007243,1,2018,31,"",30,"",31
E01007243,1,2018,39,"",35,"",39
E01007243,1,2018,31,"",40,"",31
E01007243,1,2018,59,"",45,"",59
E01007243,1,2018,53,"",50,"",53
E01007243,1,2018,76,"",55,"",76
E01007243,1,2018,50,"",60,"",50
E01007243,1,2018,62,"",65,"",62
E01007243,1,2018,49,"",70,"",49
E01007243,1,2018,51,"",75,"",51
E01007243,1,2018,27,"",80,"",27
E01007243,1,2018,13,"",85,"",13
E01007244,1,2018,121,"[0,10)",0,"[0,15)",121
E01007244,1,2018,101,"[0,10)",5,"[0,15)",101
E01007244,1,2018,80,"[10,15)",10,"[0,15)",80
E01007244,1,2018,63,"[15,20)",15,"[15,25]",63
E01007244,1,2018,72,"[20,25]",20,"[15,25]",72
E01007244,1,2018,97,"[20,25]",25,"[15,25]",97
E01007244,1,2018,100,"",30,"",100
E01007244,1,2018,71,"",35,"",71
E01007244,1,2018,74,"",40,"",74
E01007244,1,2018,78,"",45,"",78
E01007244,1,2018,69,"",50,"",69
E01007244,1,2018,46,"",55,"",46
E01007244,1,2018,55,"",60,"",55
E01007244,1,2018,37,"",65,"",37
E01007244,1,2018,22,"",70,"",22
E01007244,1,2018,15,"",75,"",15
E01007244,1,2018,9,"",80,"",9
E01007244,1,2018,11,"",85,"",11
E01007245,1,2018,42,"[0,10)",0,"[0,15)",42
E01007245,1,2018,40,"[0,10)",5,"[0,15)",40
E01007245,1,2018,51,"[10,15)",10,"[0,15)",51
E01007245,1,2018,45,"[15,20)",15,"[15,25]",45
E01007245,1,2018,33,"[20,25]",20,"[15,25]",33
E01007245,1,2018,39,"[20,25]",25,"[15,25]",39
E01007245,1,2018,56,"",30,"",56
E01007245,1,2018,47,"",35,"",47
E01007245,1,2018,29,"",40,"",29
E01007245,1,2018,46,"",45,"",46
E01007245,1,2018,38,"",50,"",38
E01007245,1,2018,51,"",55,"",51
E01007245,1,2018,52,"",60,"",52
E01007245,1,2018,42,"",65,"",42
E01007245,1,2018,40,"",70,"",40
E01007245,1,2018,32,"",75,"",32
E01007245,1,2018,26,"",80,"",26
E01007245,1,2018,10,"",85,"",10
E01007246,1,2018,44,"[0,10)",0,"[0,15)",44
E01007246,1,2018,33,"[0,10)",5,"[0,15)",33
E01007246,1,2018,42,"[10,15)",10,"[0,15)",42
E01007246,1,2018,23,"[15,20)",15,"[15,25]",23
E01007246,1,2018,40,"[20,25]",20,"[15,25]",40
E01007246,1,2018,53,"[20,25]",25,"[15,25]",53
E01007246,1,2018,49,"",30,"",49
E01007246,1,2018,62,"",35,"",62
E01007246,1,2018,38,"",40,"",38
E01007246,1,2018,42,"",45,"",42
E01007246,1,2018,37,"",50,"",37
E01007246,1,2018,49,"",55,"",49
E01007246,1,2018,36,"",60,"",36
E01007246,1,2018,44,"",65,"",44
E01007246,1,2018,62,"",70,"",62
E01007246,1,2018,37,"",75,"",37
E01007246,1,2018,21,"",80,"",21
E01007246,1,2018,13,"",85,"",13
E01007247,1,2018,55,"[0,10)",0,"[0,15)",55
E01007247,1,2018,63,"[0,10)",5,"[0,15)",63
E01007247,1,2018,55,"[10,15)",10,"[0,15)",55
E01007247,1,2018,58,"[15,20)",15,"[15,25]",58
E01007247,1,2018,49,"[20,25]",20,"[15,25]",49
E01007247,1,2018,32,"[20,25]",25,"[15,25]",32
E01007247,1,2018,43,"",30,"",43
E01007247,1,2018,54,"",35,"",54
E01007247,1,2018,49,"",40,"",49
E01007247,1,2018,63,"",45,"",63
E01007247,1,2018,61,"",50,"",61
E01007247,1,2018,70,"",55,"",70
E01007247,1,2018,39,"",60,"",39
E01007247,1,2018,48,"",65,"",48
E01007247,1,2018,54,"",70,"",54
E01007247,1,2018,34,"",75,"",34
E01007247,1,2018,23,"",80,"",23
E01007247,1,2018,13,"",85,"",13
E01007248,1,2018,25,"[0,10)",0,"[0,15)",25
E01007248,1,2018,60,"[0,10)",5,"[0,15)",60
E01007248,1,2018,47,"[10,15)",10,"[0,15)",47
E01007248,1,2018,69,"[15,20)",15,"[15,25]",69
E01007248,1,2018,39,"[20,25]",20,"[15,25]",39
E01007248,1,2018,35,"[20,25]",25,"[15,25]",35
E01007248,1,2018,21,"",30,"",21
E01007248,1,2018,52,"",35,"",52
E01007248,1,2018,39,"",40,"",39
E01007248,1,2018,59,"",45,"",59
E01007248,1,2018,79,"",50,"",79
E01007248,1,2018,73,"",55,"",73
E01007248,1,2018,44,"",60,"",44
E01007248,1,2018,40,"",65,"",40
E01007248,1,2018,50,"",70,"",50
E01007248,1,2018,33,"",75,"",33
E01007248,1,2018,13,"",80,"",13
E01007248,1,2018,21,"",85,"",21
E01007249,1,2018,57,"[0,10)",0,"[0,15)",57
E01007249,1,2018,80,"[0,10)",5,"[0,15)",80
E01007249,1,2018,30,"[10,15)",10,"[0,15)",30
E01007249,1,2018,41,"[15,20)",15,"[15,25]",41
E01007249,1,2018,45,"[20,25]",20,"[15,25]",45
E01007249,1,2018,45,"[20,25]",25,"[15,25]",45
E01007249,1,2018,43,"",30,"",43
E01007249,1,2018,33,"",35,"",33
E01007249,1,2018,22,"",40,"",22
E01007249,1,2018,57,"",45,"",57
E01007249,1,2018,53,"",50,"",53
E01007249,1,2018,38,"",55,"",38
E01007249,1,2018,37,"",60,"",37
E01007249,1,2018,40,"",65,"",40
E01007249,1,2018,33,"",70,"",33
E01007249,1,2018,8,"",75,"",8
E01007249,1,2018,8,"",80,"",8
E01007249,1,2018,12,"",85,"",12
E01007250,1,2018,38,"[0,10)",0,"[0,15)",38
E01007250,1,2018,39,"[0,10)",5,"[0,15)",39
E01007250,1,2018,39,"[10,15)",10,"[0,15)",39
E01007250,1,2018,32,"[15,20)",15,"[15,25]",32
E01007250,1,2018,30,"[20,25]",20,"[15,25]",30
E01007250,1,2018,34,"[20,25]",25,"[15,25]",34
E01007250,1,2018,30,"",30,"",30
E01007250,1,2018,31,"",35,"",31
E01007250,1,2018,33,"",40,"",33
E01007250,1,2018,38,"",45,"",38
E01007250,1,2018,54,"",50,"",54
E01007250,1,2018,48,"",55,"",48
E01007250,1,2018,30,"",60,"",30
E01007250,1,2018,53,"",65,"",53
E01007250,1,2018,44,"",70,"",44
E01007250,1,2018,26,"",75,"",26
E01007250,1,2018,22,"",80,"",22
E01007250,1,2018,7,"",85,"",7
E01007251,1,2018,26,"[0,10)",0,"[0,15)",26
E01007251,1,2018,40,"[0,10)",5,"[0,15)",40
E01007251,1,2018,26,"[10,15)",10,"[0,15)",26
E01007251,1,2018,12,"[15,20)",15,"[15,25]",12
E01007251,1,2018,37,"[20,25]",20,"[15,25]",37
E01007251,1,2018,42,"[20,25]",25,"[15,25]",42
E01007251,1,2018,24,"",30,"",24
E01007251,1,2018,33,"",35,"",33
E01007251,1,2018,35,"",40,"",35
E01007251,1,2018,34,"",45,"",34
E01007251,1,2018,39,"",50,"",39
E01007251,1,2018,38,"",55,"",38
E01007251,1,2018,38,"",60,"",38
E01007251,1,2018,29,"",65,"",29
E01007251,1,2018,34,"",70,"",34
E01007251,1,2018,18,"",75,"",18
E01007251,1,2018,20,"",80,"",20
E01007251,1,2018,9,"",85,"",9
E01007252,1,2018,34,"[0,10)",0,"[0,15)",34
E01007252,1,2018,32,"[0,10)",5,"[0,15)",32
E01007252,1,2018,44,"[10,15)",10,"[0,15)",44
E01007252,1,2018,26,"[15,20)",15,"[15,25]",26
E01007252,1,2018,20,"[20,25]",20,"[15,25]",20
E01007252,1,2018,34,"[20,25]",25,"[15,25]",34
E01007252,1,2018,43,"",30,"",43
E01007252,1,2018,43,"",35,"",43
E01007252,1,2018,40,"",40,"",40
E01007252,1,2018,38,"",45,"",38
E01007252,1,2018,51,"",50,"",51
E01007252,1,2018,62,"",55,"",62
E01007252,1,2018,43,"",60,"",43
E01007252,1,2018,40,"",65,"",40
E01007252,1,2018,42,"",70,"",42
E01007252,1,2018,27,"",75,"",27
E01007252,1,2018,18,"",80,"",18
E01007252,1,2018,3,"",85,"",3
E01007253,1,2018,28,"[0,10)",0,"[0,15)",28
E01007253,1,2018,29,"[0,10)",5,"[0,15)",29
E01007253,1,2018,17,"[10,15)",10,"[0,15)",17
E01007253,1,2018,17,"[15,20)",15,"[15,25]",17
E01007253,1,2018,12,"[20,25]",20,"[15,25]",12
E01007253,1,2018,19,"[20,25]",25,"[15,25]",19
E01007253,1,2018,34,"",30,"",34
E01007253,1,2018,24,"",35,"",24
E01007253,1,2018,14,"",40,"",14
E01007253,1,2018,23,"",45,"",23
E01007253,1,2018,28,"",50,"",28
E01007253,1,2018,21,"",55,"",21
E01007253,1,2018,14,"",60,"",14
E01007253,1,2018,26,"",65,"",26
E01007253,1,2018,13,"",70,"",13
E01007253,1,2018,10,"",75,"",10
E01007253,1,2018,10,"",80,"",10
E01007253,1,2018,12,"",85,"",12
E01007254,1,2018,65,"[0,10)",0,"[0,15)",65
E01007254,1,2018,85,"[0,10)",5,"[0,15)",85
E01007254,1,2018,79,"[10,15)",10,"[0,15)",79
E01007254,1,2018,77,"[15,20)",15,"[15,25]",77
E01007254,1,2018,91,"[20,25]",20,"[15,25]",91
E01007254,1,2018,52,"[20,25]",25,"[15,25]",52
E01007254,1,2018,46,"",30,"",46
E01007254,1,2018,58,"",35,"",58
E01007254,1,2018,57,"",40,"",57
E01007254,1,2018,97,"",45,"",97
E01007254,1,2018,87,"",50,"",87
E01007254,1,2018,119,"",55,"",119
E01007254,1,2018,104,"",60,"",104
E01007254,1,2018,75,"",65,"",75
E01007254,1,2018,45,"",70,"",45
E01007254,1,2018,58,"",75,"",58
E01007254,1,2018,33,"",80,"",33
E01007254,1,2018,52,"",85,"",52
E01007255,1,2018,38,"[0,10)",0,"[0,15)",38
E01007255,1,2018,20,"[0,10)",5,"[0,15)",20
E01007255,1,2018,48,"[10,15)",10,"[0,15)",48
E01007255,1,2018,41,"[15,20)",15,"[15,25]",41
E01007255,1,2018,31,"[20,25]",20,"[15,25]",31
E01007255,1,2018,39,"[20,25]",25,"[15,25]",39
E01007255,1,2018,42,"",30,"",42
E01007255,1,2018,48,"",35,"",48
E01007255,1,2018,40,"",40,"",40
E01007255,1,2018,65,"",45,"",65
E01007255,1,2018,58,"",50,"",58
E01007255,1,2018,69,"",55,"",69
E01007255,1,2018,58,"",60,"",58
E01007255,1,2018,53,"",65,"",53
E01007255,1,2018,49,"",70,"",49
E01007255,1,2018,33,"",75,"",33
E01007255,1,2018,23,"",80,"",23
E01007255,1,2018,10,"",85,"",10
E01007256,1,2018,26,"[0,10)",0,"[0,15)",26
E01007256,1,2018,30,"[0,10)",5,"[0,15)",30
E01007256,1,2018,36,"[10,15)",10,"[0,15)",36
E01007256,1,2018,23,"[15,20)",15,"[15,25]",23
E01007256,1,2018,25,"[20,25]",20,"[15,25]",25
E01007256,1,2018,22,"[20,25]",25,"[15,25]",22
E01007256,1,2018,41,"",30,"",41
E01007256,1,2018,32,"",35,"",32
E01007256,1,2018,35,"",40,"",35
E01007256,1,2018,49,"",45,"",49
E01007256,1,2018,42,"",50,"",42
E01007256,1,2018,40,"",55,"",40
E01007256,1,2018,59,"",60,"",59
E01007256,1,2018,51,"",65,"",51
E01007256,1,2018,71,"",70,"",71
E01007256,1,2018,63,"",75,"",63
E01007256,1,2018,51,"",80,"",51
E01007256,1,2018,36,"",85,"",36
E01007257,1,2018,43,"[0,10)",0,"[0,15)",43
E01007257,1,2018,59,"[0,10)",5,"[0,15)",59
E01007257,1,2018,52,"[10,15)",10,"[0,15)",52
E01007257,1,2018,47,"[15,20)",15,"[15,25]",47
E01007257,1,2018,31,"[20,25]",20,"[15,25]",31
E01007257,1,2018,42,"[20,25]",25,"[15,25]",42
E01007257,1,2018,39,"",30,"",39
E01007257,1,2018,60,"",35,"",60
E01007257,1,2018,38,"",40,"",38
E01007257,1,2018,34,"",45,"",34
E01007257,1,2018,27,"",50,"",27
E01007257,1,2018,54,"",55,"",54
E01007257,1,2018,53,"",60,"",53
E01007257,1,2018,43,"",65,"",43
E01007257,1,2018,20,"",70,"",20
E01007257,1,2018,16,"",75,"",16
E01007257,1,2018,14,"",80,"",14
E01007257,1,2018,3,"",85,"",3
E01007258,1,2018,38,"[0,10)",0,"[0,15)",38
E01007258,1,2018,33,"[0,10)",5,"[0,15)",33
E01007258,1,2018,52,"[10,15)",10,"[0,15)",52
E01007258,1,2018,26,"[15,20)",15,"[15,25]",26
E01007258,1,2018,36,"[20,25]",20,"[15,25]",36
E01007258,1,2018,22,"[20,25]",25,"[15,25]",22
E01007258,1,2018,29,"",30,"",29
E01007258,1,2018,35,"",35,"",35
E01007258,1,2018,38,"",40,"",38
E01007258,1,2018,46,"",45,"",46
E01007258,1,2018,56,"",50,"",56
E01007258,1,2018,46,"",55,"",46
E01007258,1,2018,34,"",60,"",34
E01007258,1,2018,67,"",65,"",67
E01007258,1,2018,52,"",70,"",52
E01007258,1,2018,34,"",75,"",34
E01007258,1,2018,22,"",80,"",22
E01007258,1,2018,28,"",85,"",28
E01007259,1,2018,25,"[0,10)",0,"[0,15)",25
E01007259,1,2018,33,"[0,10)",5,"[0,15)",33
E01007259,1,2018,34,"[10,15)",10,"[0,15)",34
E01007259,1,2018,29,"[15,20)",15,"[15,25]",29
E01007259,1,2018,24,"[20,25]",20,"[15,25]",24
E01007259,1,2018,20,"[20,25]",25,"[15,25]",20
E01007259,1,2018,26,"",30,"",26
E01007259,1,2018,26,"",35,"",26
E01007259,1,2018,39,"",40,"",39
E01007259,1,2018,41,"",45,"",41
E01007259,1,2018,56,"",50,"",56
E01007259,1,2018,43,"",55,"",43
E01007259,1,2018,36,"",60,"",36
E01007259,1,2018,45,"",65,"",45
E01007259,1,2018,36,"",70,"",36
E01007259,1,2018,22,"",75,"",22
E01007259,1,2018,17,"",80,"",17
E01007259,1,2018,19,"",85,"",19
E01007260,1,2018,41,"[0,10)",0,"[0,15)",41
E01007260,1,2018,50,"[0,10)",5,"[0,15)",50
E01007260,1,2018,43,"[10,15)",10,"[0,15)",43
E01007260,1,2018,53,"[15,20)",15,"[15,25]",53
E01007260,1,2018,29,"[20,25]",20,"[15,25]",29
E01007260,1,2018,30,"[20,25]",25,"[15,25]",30
E01007260,1,2018,35,"",30,"",35
E01007260,1,2018,51,"",35,"",51
E01007260,1,2018,46,"",40,"",46
E01007260,1,2018,54,"",45,"",54
E01007260,1,2018,44,"",50,"",44
E01007260,1,2018,61,"",55,"",61
E01007260,1,2018,56,"",60,"",56
E01007260,1,2018,60,"",65,"",60
E01007260,1,2018,47,"",70,"",47
E01007260,1,2018,28,"",75,"",28
E01007260,1,2018,21,"",80,"",21
E01007260,1,2018,29,"",85,"",29
E01007261,1,2018,31,"[0,10)",0,"[0,15)",31
E01007261,1,2018,22,"[0,10)",5,"[0,15)",22
E01007261,1,2018,16,"[10,15)",10,"[0,15)",16
E01007261,1,2018,22,"[15,20)",15,"[15,25]",22
E01007261,1,2018,31,"[20,25]",20,"[15,25]",31
E01007261,1,2018,20,"[20,25]",25,"[15,25]",20
E01007261,1,2018,16,"",30,"",16
E01007261,1,2018,28,"",35,"",28
E01007261,1,2018,21,"",40,"",21
E01007261,1,2018,43,"",45,"",43
E01007261,1,2018,43,"",50,"",43
E01007261,1,2018,40,"",55,"",40
E01007261,1,2018,46,"",60,"",46
E01007261,1,2018,69,"",65,"",69
E01007261,1,2018,75,"",70,"",75
E01007261,1,2018,44,"",75,"",44
E01007261,1,2018,27,"",80,"",27
E01007261,1,2018,27,"",85,"",27
E01007262,1,2018,33,"[0,10)",0,"[0,15)",33
E01007262,1,2018,33,"[0,10)",5,"[0,15)",33
E01007262,1,2018,37,"[10,15)",10,"[0,15)",37
E01007262,1,2018,37,"[15,20)",15,"[15,25]",37
E01007262,1,2018,39,"[20,25]",20,"[15,25]",39
E01007262,1,2018,24,"[20,25]",25,"[15,25]",24
E01007262,1,2018,22,"",30,"",22
E01007262,1,2018,27,"",35,"",27
E01007262,1,2018,34,"",40,"",34
E01007262,1,2018,50,"",45,"",50
E01007262,1,2018,63,"",50,"",63
E01007262,1,2018,66,"",55,"",66
E01007262,1,2018,67,"",60,"",67
E01007262,1,2018,43,"",65,"",43
E01007262,1,2018,66,"",70,"",66
E01007262,1,2018,37,"",75,"",37
E01007262,1,2018,29,"",80,"",29
E01007262,1,2018,29,"",85,"",29
E01007263,1,2018,34,"[0,10)",0,"[0,15)",34
E01007263,1,2018,43,"[0,10)",5,"[0,15)",43
E01007263,1,2018,42,"[10,15)",10,"[0,15)",42
E01007263,1,2018,37,"[15,20)",15,"[15,25]",37
E01007263,1,2018,32,"[20,25]",20,"[15,25]",32
E01007263,1,2018,42,"[20,25]",25,"[15,25]",42
E01007263,1,2018,50,"",30,"",50
E01007263,1,2018,32,"",35,"",32
E01007263,1,2018,26,"",40,"",26
E01007263,1,2018,48,"",45,"",48
E01007263,1,2018,61,"",50,"",61
E01007263,1,2018,61,"",55,"",61
E01007263,1,2018,37,"",60,"",37
E01007263,1,2018,37,"",65,"",37
E01007263,1,2018,43,"",70,"",43
E01007263,1,2018,12,"",75,"",12
E01007263,1,2018,16,"",80,"",16
E01007263,1,2018,14,"",85,"",14
E01007264,1,2018,22,"[0,10)",0,"[0,15)",22
E01007264,1,2018,23,"[0,10)",5,"[0,15)",23
E01007264,1,2018,37,"[10,15)",10,"[0,15)",37
E01007264,1,2018,13,"[15,20)",15,"[15,25]",13
E01007264,1,2018,29,"[20,25]",20,"[15,25]",29
E01007264,1,2018,54,"[20,25]",25,"[15,25]",54
E01007264,1,2018,23,"",30,"",23
E01007264,1,2018,21,"",35,"",21
E01007264,1,2018,35,"",40,"",35
E01007264,1,2018,40,"",45,"",40
E01007264,1,2018,52,"",50,"",52
E01007264,1,2018,40,"",55,"",40
E01007264,1,2018,56,"",60,"",56
E01007264,1,2018,71,"",65,"",71
E01007264,1,2018,72,"",70,"",72
E01007264,1,2018,39,"",75,"",39
E01007264,1,2018,21,"",80,"",21
E01007264,1,2018,14,"",85,"",14
E01007265,1,2018,43,"[0,10)",0,"[0,15)",43
E01007265,1,2018,38,"[0,10)",5,"[0,15)",38
E01007265,1,2018,47,"[10,15)",10,"[0,15)",47
E01007265,1,2018,46,"[15,20)",15,"[15,25]",46
E01007265,1,2018,34,"[20,25]",20,"[15,25]",34
E01007265,1,2018,29,"[20,25]",25,"[15,25]",29
E01007265,1,2018,29,"",30,"",29
E01007265,1,2018,52,"",35,"",52
E01007265,1,2018,31,"",40,"",31
E01007265,1,2018,45,"",45,"",45
E01007265,1,2018,47,"",50,"",47
E01007265,1,2018,45,"",55,"",45
E01007265,1,2018,42,"",60,"",42
E01007265,1,2018,36,"",65,"",36
E01007265,1,2018,17,"",70,"",17
E01007265,1,2018,23,"",75,"",23
E01007265,1,2018,22,"",80,"",22
E01007265,1,2018,9,"",85,"",9
E01007266,1,2018,47,"[0,10)",0,"[0,15)",47
E01007266,1,2018,45,"[0,10)",5,"[0,15)",45
E01007266,1,2018,65,"[10,15)",10,"[0,15)",65
E01007266,1,2018,55,"[15,20)",15,"[15,25]",55
E01007266,1,2018,28,"[20,25]",20,"[15,25]",28
E01007266,1,2018,32,"[20,25]",25,"[15,25]",32
E01007266,1,2018,25,"",30,"",25
E01007266,1,2018,39,"",35,"",39
E01007266,1,2018,45,"",40,"",45
E01007266,1,2018,46,"",45,"",46
E01007266,1,2018,59,"",50,"",59
E01007266,1,2018,41,"",55,"",41
E01007266,1,2018,44,"",60,"",44
E01007266,1,2018,48,"",65,"",48
E01007266,1,2018,45,"",70,"",45
E01007266,1,2018,39,"",75,"",39
E01007266,1,2018,25,"",80,"",25
E01007266,1,2018,20,"",85,"",20
E01007267,1,2018,33,"[0,10)",0,"[0,15)",33
E01007267,1,2018,33,"[0,10)",5,"[0,15)",33
E01007267,1,2018,39,"[10,15)",10,"[0,15)",39
E01007267,1,2018,41,"[15,20)",15,"[15,25]",41
E01007267,1,2018,24,"[20,25]",20,"[15,25]",24
E01007267,1,2018,40,"[20,25]",25,"[15,25]",40
E01007267,1,2018,20,"",30,"",20
E01007267,1,2018,42,"",35,"",42
E01007267,1,2018,35,"",40,"",35
E01007267,1,2018,40,"",45,"",40
E01007267,1,2018,44,"",50,"",44
E01007267,1,2018,67,"",55,"",67
E01007267,1,2018,46,"",60,"",46
E01007267,1,2018,53,"",65,"",53
E01007267,1,2018,44,"",70,"",44
E01007267,1,2018,17,"",75,"",17
E01007267,1,2018,18,"",80,"",18
E01007267,1,2018,13,"",85,"",13
E01007268,1,2018,30,"[0,10)",0,"[0,15)",30
E01007268,1,2018,27,"[0,10)",5,"[0,15)",27
E01007268,1,2018,29,"[10,15)",10,"[0,15)",29
E01007268,1,2018,31,"[15,20)",15,"[15,25]",31
E01007268,1,2018,16,"[20,25]",20,"[15,25]",16
E01007268,1,2018,43,"[20,25]",25,"[15,25]",43
E01007268,1,2018,29,"",30,"",29
E01007268,1,2018,19,"",35,"",19
E01007268,1,2018,23,"",40,"",23
E01007268,1,2018,50,"",45,"",50
E01007268,1,2018,32,"",50,"",32
E01007268,1,2018,41,"",55,"",41
E01007268,1,2018,48,"",60,"",48
E01007268,1,2018,61,"",65,"",61
E01007268,1,2018,59,"",70,"",59
E01007268,1,2018,31,"",75,"",31
E01007268,1,2018,31,"",80,"",31
E01007268,1,2018,43,"",85,"",43
E01007269,1,2018,60,"[0,10)",0,"[0,15)",60
E01007269,1,2018,64,"[0,10)",5,"[0,15)",64
E01007269,1,2018,56,"[10,15)",10,"[0,15)",56
E01007269,1,2018,50,"[15,20)",15,"[15,25]",50
E01007269,1,2018,72,"[20,25]",20,"[15,25]",72
E01007269,1,2018,70,"[20,25]",25,"[15,25]",70
E01007269,1,2018,78,"",30,"",78
E01007269,1,2018,65,"",35,"",65
E01007269,1,2018,41,"",40,"",41
E01007269,1,2018,35,"",45,"",35
E01007269,1,2018,53,"",50,"",53
E01007269,1,2018,45,"",55,"",45
E01007269,1,2018,39,"",60,"",39
E01007269,1,2018,28,"",65,"",28
E01007269,1,2018,21,"",70,"",21
E01007269,1,2018,11,"",75,"",11
E01007269,1,2018,13,"",80,"",13
E01007269,1,2018,6,"",85,"",6
E01007270,1,2018,76,"[0,10)",0,"[0,15)",76
E01007270,1,2018,82,"[0,10)",5,"[0,15)",82
E01007270,1,2018,61,"[10,15)",10,"[0,15)",61
E01007270,1,2018,51,"[15,20)",15,"[15,25]",51
E01007270,1,2018,46,"[20,25]",20,"[15,25]",46
E01007270,1,2018,67,"[20,25]",25,"[15,25]",67
E01007270,1,2018,73,"",30,"",73
E01007270,1,2018,62,"",35,"",62
E01007270,1,2018,54,"",40,"",54
E01007270,1,2018,46,"",45,"",46
E01007270,1,2018,67,"",50,"",67
E01007270,1,2018,49,"",55,"",49
E01007270,1,2018,35,"",60,"",35
E01007270,1,2018,32,"",65,"",32
E01007270,1,2018,37,"",70,"",37
E01007270,1,2018,27,"",75,"",27
E01007270,1,2018,13,"",80,"",13
E01007270,1,2018,7,"",85,"",7
E01007271,1,2018,67,"[0,10)",0,"[0,15)",67
E01007271,1,2018,69,"[0,10)",5,"[0,15)",69
E01007271,1,2018,51,"[10,15)",10,"[0,15)",51
E01007271,1,2018,52,"[15,20)",15,"[15,25]",52
E01007271,1,2018,47,"[20,25]",20,"[15,25]",47
E01007271,1,2018,86,"[20,25]",25,"[15,25]",86
E01007271,1,2018,52,"",30,"",52
E01007271,1,2018,66,"",35,"",66
E01007271,1,2018,37,"",40,"",37
E01007271,1,2018,44,"",45,"",44
E01007271,1,2018,39,"",50,"",39
E01007271,1,2018,43,"",55,"",43
E01007271,1,2018,49,"",60,"",49
E01007271,1,2018,32,"",65,"",32
E01007271,1,2018,30,"",70,"",30
E01007271,1,2018,19,"",75,"",19
E01007271,1,2018,12,"",80,"",12
E01007271,1,2018,6,"",85,"",6
E01007272,1,2018,69,"[0,10)",0,"[0,15)",69
E01007272,1,2018,90,"[0,10)",5,"[0,15)",90
E01007272,1,2018,58,"[10,15)",10,"[0,15)",58
E01007272,1,2018,39,"[15,20)",15,"[15,25]",39
E01007272,1,2018,66,"[20,25]",20,"[15,25]",66
E01007272,1,2018,80,"[20,25]",25,"[15,25]",80
E01007272,1,2018,35,"",30,"",35
E01007272,1,2018,54,"",35,"",54
E01007272,1,2018,25,"",40,"",25
E01007272,1,2018,48,"",45,"",48
E01007272,1,2018,54,"",50,"",54
E01007272,1,2018,50,"",55,"",50
E01007272,1,2018,25,"",60,"",25
E01007272,1,2018,32,"",65,"",32
E01007272,1,2018,20,"",70,"",20
E01007272,1,2018,19,"",75,"",19
E01007272,1,2018,17,"",80,"",17
E01007272,1,2018,10,"",85,"",10
E01007273,1,2018,74,"[0,10)",0,"[0,15)",74
E01007273,1,2018,57,"[0,10)",5,"[0,15)",57
E01007273,1,2018,39,"[10,15)",10,"[0,15)",39
E01007273,1,2018,42,"[15,20)",15,"[15,25]",42
E01007273,1,2018,40,"[20,25]",20,"[15,25]",40
E01007273,1,2018,63,"[20,25]",25,"[15,25]",63
E01007273,1,2018,37,"",30,"",37
E01007273,1,2018,39,"",35,"",39
E01007273,1,2018,31,"",40,"",31
E01007273,1,2018,48,"",45,"",48
E01007273,1,2018,40,"",50,"",40
E01007273,1,2018,36,"",55,"",36
E01007273,1,2018,39,"",60,"",39
E01007273,1,2018,21,"",65,"",21
E01007273,1,2018,33,"",70,"",33
E01007273,1,2018,10,"",75,"",10
E01007273,1,2018,5,"",80,"",5
E01007273,1,2018,5,"",85,"",5
E01007274,1,2018,62,"[0,10)",0,"[0,15)",62
E01007274,1,2018,63,"[0,10)",5,"[0,15)",63
E01007274,1,2018,60,"[10,15)",10,"[0,15)",60
